cluster;qtd_clientes;gmv_medio_cliente;gmv_mediano_cliente;qtd_passagens_media_cliente;pct_com_retorno_cliente;engajamento_medio;level_1_x;top_origens;level_1_y;top_destinos;level_1;top_viacoes;pct_alta;pct_media;pct_baixa;perfil_textual
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 120;38367.0;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 232;18117.0;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 234;15248.0;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 212;14892.0;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 085;12817.0;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 089;NaN;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 202;NaN;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 001;NaN;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 278;NaN;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
0;123380;323.12419150105364;138.86;3.37269411573999;0.0;45.48849084130329;Salvador;59277.0;Salvador;55190.0;Viação 219;NaN;0.08194196790403631;0.4865942616307343;0.4314637704652294;Clientes de baixo valor, quantidade moderada de passagens, geralmente só ida, com maioria de clientes de baixo engajamento.
